timestamp,actual_consumption,actual_pv,price_buy,price_sell,heat_load,cool_load,gas,pv_c
2020-01-09 02:00:00-07:00,588.2986175,-0.075,0.031,0.031,4381.834009,140.8236584,9.51,0
2020-01-09 03:00:00-07:00,588.1583512,-0.075,0.031,0.031,4563.659647,127.6755193,9.51,0
2020-01-09 04:00:00-07:00,680.4692138,-0.075,0.031,0.031,4689.972794,115.0604651,9.51,0
2020-01-09 05:00:00-07:00,710.276898,-0.075,0.031,0.031,5289.081843,104.4325674,9.51,0
2020-01-09 06:00:00-07:00,1058.005751,-0.075,0.049,0.031,5392.895538,95.79644849,9.51,0
2020-01-09 07:00:00-07:00,1248.102842,-0.075,0.049,0.031,4708.583216,129.7446889,9.51,0.22
2020-01-09 08:00:00-07:00,1234.032396,17.58686472,0.049,0.031,3978.932263,179.4171508,9.51,18.26
2020-01-09 09:00:00-07:00,1152.578787,129.7407473,0.049,0.031,3257.776277,237.8675805,9.51,74.36
2020-01-09 10:00:00-07:00,1157.232128,93.35603312,0.049,0.031,3046.77628,295.5565349,9.51,71.28
2020-01-09 11:00:00-07:00,1142.122742,167.7381546,0.049,0.031,2264.471204,335.2932212,9.51,115.28
2020-01-09 12:00:00-07:00,1122.17686,167.7865074,0.049,0.031,1762.579026,347.1994457,9.51,116.38
2020-01-09 13:00:00-07:00,1096.323222,157.2127248,0.049,0.031,1370.343447,348.8011783,9.51,104.28
2020-01-09 14:00:00-07:00,1089.760223,133.0509113,0.049,0.031,1214.697085,348.8612769,9.51,79.86
2020-01-09 15:00:00-07:00,1122.755859,94.01726041,0.049,0.031,1310.07869,348.3191182,9.51,45.98
2020-01-09 16:00:00-07:00,1245.540787,23.97992098,0.049,0.031,1651.516759,339.7018304,9.51,9.68
2020-01-09 17:00:00-07:00,1465.157859,-0.075,0.049,0.031,2468.194535,276.123544,9.51,0
2020-01-09 18:00:00-07:00,1381.742376,-0.075,0.049,0.031,2340.256526,234.8624103,9.51,0
2020-01-09 19:00:00-07:00,1380.192615,-0.075,0.049,0.031,2666.679553,204.0598371,9.51,0
2020-01-09 20:00:00-07:00,1183.847825,-0.075,0.049,0.031,3127.251295,166.1151925,9.51,0
